method,pv_level,seed,success,rmse,missing_ratio,runtime_ms,objective_value,n_matched,residual_raw,residual_trimmed,solver,pitch_um,focal_mm
baseline,5.0,20260211,False,0.2822234912805323,0.0,5.4307617247104645,,18,,,baseline_extrap_nn_gpu,300.0,3.0
baseline,5.0,20260212,False,0.24993768334596522,0.0,62.840644270181656,,464,,,baseline_extrap_nn_gpu,300.0,3.0
baseline,5.0,20260210,False,0.288091114633641,0.0,609.5352321863174,,178,,,baseline_extrap_nn_gpu,300.0,4.0
baseline,5.0,20260211,False,0.2947813389290211,0.0,2.736952155828476,,7,,,baseline_extrap_nn_gpu,300.0,4.0
baseline,5.0,20260212,False,0.2567772171873543,0.0,69.69038769602776,,478,,,baseline_extrap_nn_gpu,300.0,4.0
baseline,5.0,20260210,False,0.2839468533999707,0.0,595.6351570785046,,26,,,baseline_extrap_nn_gpu,300.0,5.0
baseline,5.0,20260211,False,0.450541477908384,0.0,1.9657574594020844,,4,,,baseline_extrap_nn_gpu,300.0,5.0
baseline,5.0,20260212,False,0.2531178075588317,0.0,48.770371824502945,,356,,,baseline_extrap_nn_gpu,300.0,5.0
baseline,5.0,20260210,False,0.2995247219942659,0.0,591.7397737503052,,19,,,baseline_extrap_nn_gpu,300.0,6.0
baseline,5.0,20260211,False,0.4027996463703075,0.0,2.3473985493183136,,5,,,baseline_extrap_nn_gpu,300.0,6.0
baseline,5.0,20260212,False,0.26558796346315616,0.0,11.210005730390549,,73,,,baseline_extrap_nn_gpu,300.0,6.0
baseline,5.0,20260210,False,0.2793097190716722,0.0,585.6994539499283,,4,,,baseline_extrap_nn_gpu,300.0,8.0
baseline,5.0,20260211,False,0.3506869276644394,0.0,2.2576414048671722,,6,,,baseline_extrap_nn_gpu,300.0,8.0
baseline,5.0,20260212,False,0.2949138433388539,0.0,2.8874240815639496,,7,,,baseline_extrap_nn_gpu,300.0,8.0
baseline,5.0,20260210,False,0.33778912867880734,0.0,590.4186218976974,,4,,,baseline_extrap_nn_gpu,300.0,10.0
baseline,5.0,20260211,False,0.33409322451112367,0.0,1.9185543060302734,,5,,,baseline_extrap_nn_gpu,300.0,10.0
baseline,5.0,20260212,False,0.4665263413578481,0.0,1.9716210663318634,,4,,,baseline_extrap_nn_gpu,300.0,10.0
baseline,5.0,20260210,False,0.28062312980604964,0.0,581.6603600978851,,4,,,baseline_extrap_nn_gpu,300.0,12.0
baseline,5.0,20260211,False,0.3399562582943333,0.0,1.8526315689086914,,4,,,baseline_extrap_nn_gpu,300.0,12.0
baseline,5.0,20260212,False,0.38881791211986977,0.0,1.9150786101818085,,4,,,baseline_extrap_nn_gpu,300.0,12.0
